month,sku,average-quantity,end-quantity,fulfillment-center-id,detailed-disposition,country
06/2019,HM0801-B-41,0.1,0,*XFR,SELLABLE,
06/2019,HM0748-1741,8.2,5,BNA3,SELLABLE,US
06/2019,HM0722-X-39,0.13,0,HIO9,SELLABLE,US
06/2019,HM0722-L-36,0.03,0,DCA1,SELLABLE,US
06/2019,HM0722-M-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0753-937,0.47,1,ACY1,SELLABLE,US
06/2019,HM0728-1841,0.13,1,SDF8,SELLABLE,US
06/2019,HM0733-1240,4,8,MDT2,SELLABLE,US
06/2019,HM0722-H-38,0.03,0,SDF8,SELLABLE,US
06/2019,HM0701-H-42,0.07,0,DCA1,SELLABLE,US
06/2019,HM0505-1733/34,0.27,0,SDF9,SELLABLE,US
06/2019,HM0709-1940,0.03,0,SDF8,SELLABLE,US
06/2019,HM0722-X-39,0.03,0,ONT6,SELLABLE,US
06/2019,HM0701-1240,10.6,9,MDT2,SELLABLE,US
06/2019,HM0701-2139,0.1,0,*XFR,SELLABLE,
06/2019,HM0801-B-45,9.77,8,MDT2,SELLABLE,US
06/2019,HM0722-B-37,0.03,0,LEX2,SELLABLE,US
06/2019,HM0505-2037/38,17,17,IND4,SELLABLE,US
06/2019,HM0722-X-39,0.03,1,DCA1,SELLABLE,US
06/2019,HM0706-L-40,0.03,0,PHL7,SELLABLE,US
06/2019,HM0722-B-37,0.07,0,LAS2,SELLABLE,US
06/2019,HM0701-H-38,0.03,0,DCA1,SELLABLE,US
06/2019,HM0801-B-44,0.3,0,SDF8,SELLABLE,US
06/2019,HM0803-1241,4,4,ONT6,SELLABLE,US
06/2019,HM0903-1631,3.2,1,MDT2,SELLABLE,US
06/2019,HM0801-2045,0.03,0,OAK4,SELLABLE,US
06/2019,HM0801-Y-43,0.03,0,PHL7,SELLABLE,US
06/2019,HM0701-X-40,0.13,1,DCA1,SELLABLE,US
06/2019,HM0701-1241,0.07,1,JFK8,SELLABLE,US
06/2019,HM0709-237,4.2,1,IND4,SELLABLE,US
06/2019,HM0724-F-39,0.37,0,*XFR,SELLABLE,
06/2019,HM0701-F-41,0.17,0,SDF9,CUSTOMER_DAMAGED,US
06/2019,HM0731-H-37,14.33,15,MDT2,SELLABLE,US
06/2019,HM0740-3239,2.17,9,MDT2,SELLABLE,US
06/2019,HM0731-Z-39,0.23,1,*XFR,SELLABLE,
06/2019,HM0759-3236,2.8,12,MDT2,SELLABLE,US
06/2019,HM0706-L-38,0.03,0,ACY1,SELLABLE,US
06/2019,HM0738-Z-35,5,5,BNA3,SELLABLE,US
06/2019,HM0801-746,1.2,6,MDT2,SELLABLE,US
06/2019,HM0738-Z-40,0.03,0,*XFR,SELLABLE,
06/2019,HM0701-X-35,12,18,MDT2,SELLABLE,US
06/2019,HM0719-1241,0.03,0,JFK8,SELLABLE,US
06/2019,HM0759-1039,2.6,11,MDT2,SELLABLE,US
06/2019,HM0739-237,16.77,23,MDT2,SELLABLE,US
06/2019,HM0801-B-40,0.43,1,FTW6,SELLABLE,US
06/2019,HM0701-B-39,0.07,0,ONT6,SELLABLE,US
06/2019,HM0701-H-35,0.27,0,ONT2,SELLABLE,US
06/2019,HM0738-V-35,1,1,ONT6,SELLABLE,US
06/2019,HM0731-H-42,0.03,0,ABE2,SELLABLE,US
06/2019,HM0738-Z-36,1,1,BNA3,SELLABLE,US
06/2019,HM0741-1642,0.03,0,ABE2,SELLABLE,US
06/2019,HM0722-H-38,0.07,1,ACY1,SELLABLE,US
06/2019,HM0706-L-38,0.93,1,DCA1,SELLABLE,US
06/2019,HM0713-740,0.03,0,*XFR,SELLABLE,
06/2019,HM0722-C-38,0.03,0,ABE2,SELLABLE,US
06/2019,HM0722-X-39,4.63,22,MDT2,SELLABLE,US
06/2019,HM0738-139,0.03,0,*XFR,SELLABLE,
06/2019,HM0706-L-39,15.7,19,MDT2,SELLABLE,US
06/2019,HM0701-R-40,7.27,22,MDT2,SELLABLE,US
06/2019,HM0738-V-36,2.03,1,BNA3,SELLABLE,US
06/2019,HM0709-1241,14.4,14,MDT2,SELLABLE,US
06/2019,HM0701-R-39,0.3,0,MDT2,SELLABLE,US
06/2019,HM0739-237,0.2,0,SDF9,CUSTOMER_DAMAGED,US
06/2019,HM0719-1237,0.03,0,PHL7,SELLABLE,US
06/2019,HM0739-137,2,2,BNA3,SELLABLE,US
06/2019,HM0722-B-39,0.07,0,BUF9,SELLABLE,US
06/2019,HM0731-Z-40,0.4,0,*XFR,SELLABLE,
06/2019,HM0722-X-35,0.33,0,SDF9,SELLABLE,US
06/2019,HM0715-3240,3.47,3,BNA3,SELLABLE,US
06/2019,HM0739-135,0.73,1,SDF9,SELLABLE,US
06/2019,HM0738-V-36,0.07,1,SDF9,SELLABLE,US
06/2019,HM0725-2537,0.03,0,*XFR,SELLABLE,
06/2019,HM0725-2537,1.97,6,MDT2,SELLABLE,US
06/2019,HM0903-1235,4,6,MDT2,SELLABLE,US
06/2019,HM0722-B-36,11.07,13,MDT2,SELLABLE,US
06/2019,HM0722-L-35,0.03,1,*XFR,SELLABLE,
06/2019,HM0801-B-44,2.4,0,IND4,SELLABLE,US
06/2019,HM0722-L-35,1.97,1,MDT2,SELLABLE,US
06/2019,HM0505-1733/34,0.7,1,SDF8,SELLABLE,US
06/2019,HM0722-B-38,0.03,1,JFK8,SELLABLE,US
06/2019,HM0753-1940,5.57,14,MDT2,SELLABLE,US
06/2019,HM0725-2738,0.03,0,PHL7,SELLABLE,US
06/2019,HM0724-F-36,0.03,0,JFK8,SELLABLE,US
06/2019,HM0729-M-42,0.03,0,*XFR,SELLABLE,
06/2019,HM0701-H-35,0.1,0,RIC2,SELLABLE,US
06/2019,HM0709-1936,0.47,1,SDF9,SELLABLE,US
06/2019,HM0742-2242,6.6,8,MDT2,SELLABLE,US
06/2019,HM0753-1937,4.2,6,MDT2,SELLABLE,US
06/2019,HM0701-2141,0.17,0,*XFR,SELLABLE,
06/2019,HM0719-1038,6.83,5,MDT2,SELLABLE,US
06/2019,HM0733-1742,0.97,0,ACY1,SELLABLE,US
06/2019,HM0722-B-38,0.07,0,LAS2,SELLABLE,US
06/2019,HM0724-F-41,0.13,1,MDW4,SELLABLE,US
06/2019,HM0722-H-40,0.03,0,CHA1,SELLABLE,US
06/2019,HM0738-137,13.2,9,MDT2,SELLABLE,US
06/2019,HM0719-1242,0.03,0,*XFR,SELLABLE,
06/2019,HM0729-M-37,8,8,IND4,SELLABLE,US
06/2019,HM0731-Y-35,1,1,CHA1,SELLABLE,US
06/2019,HM0737-Z-40,0.03,0,ABE2,SELLABLE,US
06/2019,HM0729-L-41,5.63,5,MDT2,SELLABLE,US
06/2019,HM0701-R-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0731-Z-39,0.07,0,JFK8,SELLABLE,US
06/2019,HM0701-1240,0.03,0,*XFR,SELLABLE,
06/2019,HM0801-743,0.77,0,ACY1,SELLABLE,US
06/2019,HM0739-141,5.37,8,MDT2,SELLABLE,US
06/2019,HM0731-H-41,24.67,25,MDT2,SELLABLE,US
06/2019,HM0701-X-37,0.03,0,MDW4,SELLABLE,US
06/2019,HM0731-Z-41,0.07,0,PHX3,SELLABLE,US
06/2019,HM0701-R-38,4.07,17,MDT2,SELLABLE,US
06/2019,HM0701-X-40,0.03,1,IND1,SELLABLE,US
06/2019,HM0722-B-37,0.23,1,SDF9,SELLABLE,US
06/2019,HM0709-1941,0.03,0,LEX2,SELLABLE,US
06/2019,HM0741-1641,0.03,1,JFK8,SELLABLE,US
06/2019,HM0722-B-35,6.5,3,MDT2,SELLABLE,US
06/2019,HM0738-H-38,0.03,0,*XFR,SELLABLE,
06/2019,HM0738-L-39,0.03,0,LAS2,SELLABLE,US
06/2019,HM0803-3239,6,6,ONT6,SELLABLE,US
06/2019,HM0701-X-40,0.03,0,PHX6,SELLABLE,US
06/2019,HM0759-3235,2.63,11,MDT2,SELLABLE,US
06/2019,HM0722-H-36,0.03,0,LEX2,SELLABLE,US
06/2019,HM0739-139,4.33,12,MDT2,SELLABLE,US
06/2019,HM0744-2037,6,6,MDT2,SELLABLE,US
06/2019,HM0737-F-35,0.03,0,*XFR,SELLABLE,
06/2019,HM0739-237,0.03,1,JFK8,SELLABLE,US
06/2019,HM0725-2537,0.03,0,ACY1,SELLABLE,US
06/2019,HM0801-745,1.03,5,MDT2,SELLABLE,US
06/2019,HM0747-0136,1,1,PHX3,SELLABLE,US
06/2019,HM0701-1235,0.07,0,*XFR,SELLABLE,
06/2019,HM0709-1239,0.5,1,ABE2,SELLABLE,US
06/2019,HM0738-140,4.93,16,MDT2,SELLABLE,US
06/2019,HM0902-2133,2,3,MDT2,SELLABLE,US
06/2019,HM0724-F-41,0.07,0,ABE2,SELLABLE,US
06/2019,HM0803-3244,16.63,16,ONT6,SELLABLE,US
06/2019,HM0731-Y-38,0.1,0,EWR4,SELLABLE,US
06/2019,HM0719-1038,0.03,1,JFK8,SELLABLE,US
06/2019,HM0701-X-38,0.33,1,ABE2,SELLABLE,US
06/2019,HM0759-3238,2.8,12,MDT2,SELLABLE,US
06/2019,HM0740-3239,0.1,0,*XFR,SELLABLE,
06/2019,HM0742-2241,0.03,1,DCA1,SELLABLE,US
06/2019,HM0737-Z-37,0.1,0,LAS2,SELLABLE,US
06/2019,HM0701-1841,0.1,0,CHA1,SELLABLE,US
06/2019,HM0737-Z-39,0.33,0,ACY1,SELLABLE,US
06/2019,HM0738-V-40,0.33,1,SDF9,SELLABLE,US
06/2019,HM0701-R-41,4.63,12,MDT2,SELLABLE,US
06/2019,HM0744-2042,0.07,0,DCA1,SELLABLE,US
06/2019,HM0903-1630,0.5,1,PHX3,SELLABLE,US
06/2019,HM0737-F-38,0.37,0,JFK8,SELLABLE,US
06/2019,HM0709-1941,1.23,0,MDT2,SELLABLE,US
06/2019,HM0505-1745/46,1.17,0,MDT2,SELLABLE,US
06/2019,HM0738-C-35,2,2,MDT2,SELLABLE,US
06/2019,HM0722-C-35,0.37,0,PHL7,SELLABLE,US
06/2019,HM0731-Y-37,0.07,0,ACY1,SELLABLE,US
06/2019,HM0741-1642,4.07,12,MDT2,SELLABLE,US
06/2019,HM0701-H-37,15.97,14,MDT2,SELLABLE,US
06/2019,HM0701-X-37,0.07,0,BUF9,SELLABLE,US
06/2019,HM0722-B-37,1,1,MOB9,SELLABLE,US
06/2019,HM0748-1740,0.03,0,*XFR,SELLABLE,
06/2019,HM0731-Y-40,0.03,0,SDF9,SELLABLE,US
06/2019,HM0738-Z-36,0.23,0,PHX3,SELLABLE,US
06/2019,HM0701-1235,0.03,0,LAS2,SELLABLE,US
06/2019,HM0701-R-35,3.13,1,BNA3,SELLABLE,US
06/2019,HM0725-136,2.4,12,MDT2,SELLABLE,US
06/2019,HM0724-F-41,0.23,0,JFK8,SELLABLE,US
06/2019,HM0741-0239,0.17,1,DCA1,SELLABLE,US
06/2019,HM0505-1739/40,5.47,4,MDT2,SELLABLE,US
06/2019,HM0731-Z-40,0.1,1,SDF9,SELLABLE,US
06/2019,HM0724-F-35,14.8,21,MDT2,SELLABLE,US
06/2019,HM0729-L-37,4,4,IND4,SELLABLE,US
06/2019,HM0903-1635,9.93,9,MDT2,SELLABLE,US
06/2019,HM0713-738,4.63,4,MDT2,SELLABLE,US
06/2019,HM0719-1039,0.03,0,ABE2,SELLABLE,US
06/2019,HM0701-F-38,3.43,15,MDT2,SELLABLE,US
06/2019,HM0701-B-42,0.47,0,SDF9,CUSTOMER_DAMAGED,US
06/2019,HM0748-1737,0.83,0,BNA3,SELLABLE,US
06/2019,HM0724-F-41,14.3,4,MDT2,SELLABLE,US
06/2019,HM0505-2031/32,15,15,IND4,SELLABLE,US
06/2019,HM0759-3239,2.4,12,MDT2,SELLABLE,US
06/2019,HM0739-140,31.33,43,MDT2,SELLABLE,US
06/2019,HM0701-B-37,1,1,BNA3,SELLABLE,US
06/2019,HM0505-1033/34,15,15,IND4,SELLABLE,US
06/2019,HM0728-1837,9.77,9,MDT2,SELLABLE,US
06/2019,HM0701-B-37,7.93,11,MDT2,SELLABLE,US
06/2019,HM0731-Z-41,0.1,0,*XFR,SELLABLE,
06/2019,HM0722-L-40,0.07,0,JFK8,SELLABLE,US
06/2019,HM0738-H-40,0.03,0,PHL7,SELLABLE,US
06/2019,HM0722-C-40,8.7,0,MDT2,SELLABLE,US
06/2019,HM0903-1630,3.8,4,MDT2,SELLABLE,US
06/2019,HM0722-H-40,0.03,0,IND1,SELLABLE,US
06/2019,HM0737-F-40,0.2,0,*XFR,SELLABLE,
06/2019,HM0701-R-40,0.03,0,PHL7,SELLABLE,US
06/2019,HM0731-Z-37,0.1,1,DCA1,SELLABLE,US
06/2019,HM0701-2137,0.2,0,SDF9,CUSTOMER_DAMAGED,US
06/2019,HM0739-238,0.1,0,HIO9,SELLABLE,US
06/2019,HM0801-2045,0.3,0,PHX3,SELLABLE,US
06/2019,HM0803-1243,1.07,0,MDT2,SELLABLE,US
06/2019,HM0709-1940,0.03,0,LEX2,SELLABLE,US
06/2019,HM0709-1242,4.6,4,IND4,SELLABLE,US
06/2019,HM0759-1035,2.4,12,MDT2,SELLABLE,US
06/2019,HM0729-M-42,0.03,0,ONT6,SELLABLE,US
06/2019,HM0719-1237,0.63,1,EWR4,SELLABLE,US
06/2019,HM0701-H-35,0.07,0,SDF9,SELLABLE,US
06/2019,HM0722-B-40,8.03,45,MDT2,SELLABLE,US
06/2019,HM0722-C-40,0.07,0,RIC2,SELLABLE,US
06/2019,HM0701-X-39,0.07,0,ACY1,SELLABLE,US
06/2019,HM0719-1242,0.03,0,ABE2,SELLABLE,US
06/2019,HM0722-B-40,0.07,0,MOB9,SELLABLE,US
06/2019,HM0701-1840,4.13,5,MDT2,SELLABLE,US
06/2019,HM0722-L-39,0.03,1,LAS2,SELLABLE,US
06/2019,HM0725-138,2.4,12,MDT2,SELLABLE,US
06/2019,HM0701-R-36,0.73,0,SDF9,SELLABLE,US
06/2019,HM0701-H-38,0.03,0,JFK8,SELLABLE,US
06/2019,HM0701-B-42,3.1,11,MDT2,SELLABLE,US
06/2019,HM0701-B-41,0.03,1,JFK8,SELLABLE,US
06/2019,HM0744-239,1.2,6,MDT2,SELLABLE,US
06/2019,HM0725-2540,0.1,0,*XFR,SELLABLE,
06/2019,HM0748-1741,0.03,0,*XFR,SELLABLE,
06/2019,HM0729-M-37,1,1,PHX6,SELLABLE,US
06/2019,HM0722-H-37,0.03,0,LAS2,SELLABLE,US
06/2019,HM0803-3245,0.33,0,PHX3,SELLABLE,US
06/2019,HM0725-2739,0.07,0,LAS2,SELLABLE,US
06/2019,HM0701-F-39,5.13,32,MDT2,SELLABLE,US
06/2019,HM0701-1138,0.27,0,PHX3,SELLABLE,US
06/2019,HM0722-M-39,0.6,1,JFK8,SELLABLE,US
06/2019,HM0709-238,1,1,CHA1,SELLABLE,US
06/2019,HM0722-H-37,0.1,0,*XFR,SELLABLE,
06/2019,HM0706-L-41,0.03,0,ACY1,SELLABLE,US
06/2019,HM0722-H-36,0.03,0,EWR4,SELLABLE,US
06/2019,HM0725-140,0.3,1,ACY1,SELLABLE,US
06/2019,HM0724-M-40,9.17,8,MDT2,SELLABLE,US
06/2019,HM0707-839,2.3,2,BNA3,SELLABLE,US
06/2019,HM0706-M-39,12.4,17,MDT2,SELLABLE,US
06/2019,HM0801-745,1,1,MDW4,SELLABLE,US
06/2019,HM0725-2538,0.23,0,ONT6,SELLABLE,US
06/2019,HM0739-236,3.53,5,MDT2,SELLABLE,US
06/2019,HM0731-Y-40,0.07,0,PHL5,SELLABLE,US
06/2019,HM0731-Y-38,0.03,0,*XFR,SELLABLE,
06/2019,HM0902-2134,2,3,MDT2,SELLABLE,US
06/2019,HM0737-Z-38,0.03,0,LAS2,SELLABLE,US
06/2019,HM0738-V-38,3.73,5,MDT2,SELLABLE,US
06/2019,HM0739-240,0.13,0,ACY1,SELLABLE,US
06/2019,HM0722-B-39,0.07,0,ACY1,SELLABLE,US
06/2019,HM0722-C-38,0.1,0,SDF9,SELLABLE,US
06/2019,HM0719-1237,12.9,15,MDT2,SELLABLE,US
06/2019,HM0731-Z-35,0.2,1,CHA1,SELLABLE,US
06/2019,HM0803-3242,1.2,6,MDT2,SELLABLE,US
06/2019,HM0722-L-39,5.33,19,MDT2,SELLABLE,US
06/2019,HM0731-Y-37,0.03,0,*XFR,SELLABLE,
06/2019,HM0722-H-38,0.07,0,*XFR,SELLABLE,
06/2019,HM0801-B-44,9.07,3,MDT2,SELLABLE,US
06/2019,HM0748-1737,0.33,0,PHX3,SELLABLE,US
06/2019,HM0701-2135,0.03,0,CMH1,SELLABLE,US
06/2019,HM0731-Z-42,0.13,0,JFK8,SELLABLE,US
06/2019,HM0722-H-40,0.1,0,*XFR,SELLABLE,
06/2019,HM0719-1242,0.1,0,ACY1,SELLABLE,US
06/2019,HM0738-L-35,0.83,1,ONT2,SELLABLE,US
06/2019,HM0724-F-42,0.03,0,*XFR,SELLABLE,
06/2019,HM0739-235,1,1,BNA3,SELLABLE,US
06/2019,HM0722-L-38,0.23,0,SDF9,CUSTOMER_DAMAGED,US
06/2019,HM0701-X-37,0.17,0,*XFR,SELLABLE,
06/2019,HM0701-1137,1,1,IND1,SELLABLE,US
06/2019,HM0701-X-39,0.07,0,DCA1,SELLABLE,US
06/2019,HM0701-B-37,0.07,0,EWR9,SELLABLE,US
06/2019,HM0731-Y-42,5.13,11,MDT2,SELLABLE,US
06/2019,HM0725-2537,0.1,0,DCA1,SELLABLE,US
06/2019,HM0731-Z-41,0.07,0,LAS2,SELLABLE,US
06/2019,HM0725-2540,0.03,0,BUF9,SELLABLE,US
06/2019,HM0701-X-42,0.07,0,ABE2,SELLABLE,US
06/2019,HM0709-1940,0.03,1,CHA1,SELLABLE,US
06/2019,HM0701-B-39,0.1,0,*XFR,SELLABLE,
06/2019,HM0701-B-42,0.03,0,JFK8,SELLABLE,US
06/2019,HM0801-B-45,0.03,0,PHL7,SELLABLE,US
06/2019,HM0505-1735/36,8.9,8,IND4,SELLABLE,US
06/2019,HM0731-H-41,0.03,0,*XFR,SELLABLE,
06/2019,HM0722-B-37,0.17,0,ONT6,SELLABLE,US
06/2019,HM0801-B-40,0.17,0,SDF9,SELLABLE,US
06/2019,HM0720-1038,4,6,MDT2,SELLABLE,US
06/2019,HM0738-140,0.17,0,SDF9,SELLABLE,US
06/2019,HM0737-Z-37,0.17,0,MDT2,SELLABLE,US
06/2019,HM0738-Z-37,0.03,0,DCA1,SELLABLE,US
06/2019,HM0742-0242,0.57,1,ONT6,SELLABLE,US
06/2019,HM0740-3240,0.1,0,LAS2,SELLABLE,US
06/2019,HM0701-1241,10.03,10,MDT2,SELLABLE,US
06/2019,HM0701-R-39,0.23,1,*XFR,SELLABLE,
06/2019,HM0742-2241,0.03,0,PHL7,SELLABLE,US
06/2019,HM0701-1137,0.03,0,SDF8,SELLABLE,US
06/2019,HM0701-H-35,5.43,1,ABE3,SELLABLE,US
06/2019,HM0737-Z-38,0.13,0,SDF9,SELLABLE,US
06/2019,HM0717-140,0.33,0,SDF8,SELLABLE,US
06/2019,HM0801-B-44,0.33,0,PHX3,SELLABLE,US
06/2019,HM0801-2043,12.17,12,MDT2,SELLABLE,US
06/2019,HM0739-141,0.77,0,ACY1,SELLABLE,US
06/2019,HM0731-Y-35,2.7,2,BNA3,SELLABLE,US
06/2019,HM0753-937,2,1,MDT2,SELLABLE,US
06/2019,HM0505-1731/32,13,13,IND4,SELLABLE,US
06/2019,HM0722-L-40,0.03,0,ABE2,SELLABLE,US
06/2019,HM0713-740,0.13,1,DCA1,SELLABLE,US
06/2019,HM0731-Y-41,0.03,0,ACY1,SELLABLE,US
06/2019,HM0722-L-39,0.07,0,*XFR,SELLABLE,
06/2019,HM0744-2038,5.1,4,MDT2,SELLABLE,US
06/2019,HM0739-142,2.6,2,MDT2,SELLABLE,US
06/2019,HM0722-L-40,0.03,0,SDF8,SELLABLE,US
06/2019,HM0801-2045,0.03,0,PHL7,SELLABLE,US
06/2019,HM0744-2039,4.23,2,MDT2,SELLABLE,US
06/2019,HM0741-0235,0.33,0,ACY1,SELLABLE,US
06/2019,HM0722-X-40,0.03,0,LAS2,SELLABLE,US
06/2019,HM0725-2538,0.33,0,*XFR,SELLABLE,
06/2019,HM0722-H-39,0.07,0,MDT2,SELLABLE,US
06/2019,HM0731-Y-38,0.3,0,DCA1,SELLABLE,US
06/2019,HM0701-2136,10.33,10,MDT2,SELLABLE,US
06/2019,HM0722-H-36,0.07,0,*XFR,SELLABLE,
06/2019,HM0733-1239,7.27,8,MDT2,SELLABLE,US
06/2019,HM0505-1041/42,34,34,IND4,SELLABLE,US
06/2019,HM0759-3240,2.4,12,MDT2,SELLABLE,US
06/2019,HM0722-X-40,0.1,0,PHX3,SELLABLE,US
06/2019,HM0801-B-46,0.17,0,*XFR,SELLABLE,
06/2019,HM0725-2536,0.1,0,*XFR,SELLABLE,
06/2019,HM0722-L-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0725-2536,0.07,0,LEX1,SELLABLE,US
06/2019,HM0722-B-39,0.03,0,PHL7,SELLABLE,US
06/2019,HM0739-242,0.37,0,SMF9,SELLABLE,US
06/2019,HM0701-H-38,6.9,13,MDT2,SELLABLE,US
06/2019,HM0713-739,28.63,32,MDT2,SELLABLE,US
06/2019,HM0709-1941,0.1,0,DCA1,SELLABLE,US
06/2019,HM0505-1041/42,4,4,MDT2,SELLABLE,US
06/2019,HM0701-R-37,0.03,0,LEX1,SELLABLE,US
06/2019,HM0801-745,3.53,2,ONT6,SELLABLE,US
06/2019,HM0741-1637,2.83,2,MDT2,SELLABLE,US
06/2019,HM0722-C-40,0.03,0,LAS2,SELLABLE,US
06/2019,HM0744-2036,5,5,MDT2,SELLABLE,US
06/2019,HM0505-1745/46,0.7,1,SDF8,SELLABLE,US
06/2019,HM0725-2740,1.27,0,MDT2,SELLABLE,US
06/2019,HM0731-Z-35,0.03,0,JFK8,SELLABLE,US
06/2019,HM0505-1733/34,0.7,1,IND1,SELLABLE,US
